Заголовок;Содержимое;Описание;Категория;Артикул;Изображение;В наличии;Цена;Цена на распродаже;Начало распродажи;Время начала распродажи;Дата окончания распродажи;Время окончания распродажи;Масса;Размер;Мощность;Высота стекла;Рамка
PRISMA M h one part glass;;;Серия Prisma;Ps668;;;3650.0;;;;;;185.0;;8 kW;570.0;шлифованная, полированная  стальная 
PRISMA MR;;;Серия Prisma;Ps711;;;1800.0;;;;;;170.0;;8 kW;450.0;черная 
PRISMA MR;;;Серия Prisma;Ps999;;;1875.0;;;;;;170.0;;8 kW;450.0;латунная 
PRISMA MR;;;Серия Prisma;Ps719;;;1925.0;;;;;;170.0;;8 kW;450.0;узкая золотая  
PRISMA MR;;;Серия Prisma;Ps790;;;2405.0;;;;;;170.0;;8 kW;450.0;широкая золотая  
PRISMA MR;;;Серия Prisma;Ps915;;;1925.0;;;;;;170.0;;8 kW;450.0;узкая хромированная 
PRISMA MR;;;Серия Prisma;Ps958;;;2405.0;;;;;;170.0;;8 kW;450.0;широкая хромированная 
PRISMA MR;;;Серия Prisma;Ps824;;;2405.0;;;;;;170.0;;8 kW;450.0;шлифованная, полированная  стальная 
PRISMA MR;;;Серия Prisma;Ps291;;;2110.0;;;;;;170.0;;8 kW;510.0;черная 
PRISMA MR;;;Серия Prisma;Ps523;;;2185.0;;;;;;170.0;;8 kW;510.0;латунная 
PRISMA MR;;;Серия Prisma;Ps332;;;2240.0;;;;;;170.0;;8 kW;510.0;узкая золотая  
PRISMA MR;;;Серия Prisma;Ps730;;;2715.0;;;;;;170.0;;8 kW;510.0;широкая золотая  
PRISMA MR;;;Серия Prisma;Ps242;;;2240.0;;;;;;170.0;;8 kW;510.0;узкая хромированная 
PRISMA MR;;;Серия Prisma;Ps388;;;2715.0;;;;;;170.0;;8 kW;510.0;широкая хромированная 
PRISMA MR;;;Серия Prisma;Ps406;;;2715.0;;;;;;170.0;;8 kW;510.0;шлифованная, полированная  стальная 
PRISMA MR;;;Серия Prisma;Ps481;;;2240.0;;;;;;170.0;;8 kW;570.0;черная 
PRISMA MR;;;Серия Prisma;Ps600;;;2315.0;;;;;;170.0;;8 kW;570.0;латунная 
PRISMA MR;;;Серия Prisma;Ps971;;;2367.0;;;;;;170.0;;8 kW;570.0;узкая золотая  
PRISMA MR;;;Серия Prisma;Ps378;;;2840.0;;;;;;170.0;;8 kW;570.0;широкая золотая  
PRISMA MR;;;Серия Prisma;Ps631;;;2367.0;;;;;;170.0;;8 kW;570.0;узкая хромированная 
PRISMA MR;;;Серия Prisma;Ps641;;;2840.0;;;;;;170.0;;8 kW;570.0;широкая хромированная 
PRISMA MR;;;Серия Prisma;PR742;;;2840.0;;;;;;170.0;;8 kW;570.0;шлифованная, полированная  стальная 
PRISMA MRh;;;Серия Prisma;Ph732;;;2730.0;;;;;;185.0;;8 kW;450.0;черная 
PRISMA MRh;;;Серия Prisma;Ph466;;;2805.0;;;;;;185.0;;8 kW;450.0;латунная 
PRISMA MRh;;;Серия Prisma;Ph632;;;2856.0;;;;;;185.0;;8 kW;450.0;узкая золотая  
PRISMA MRh;;;Серия Prisma;Ph829;;;3330.0;;;;;;185.0;;8 kW;450.0;широкая золотая  
PRISMA MRh;;;Серия Prisma;Ph577;;;2856.0;;;;;;185.0;;8 kW;450.0;узкая хромированная 
PRISMA MRh;;;Серия Prisma;Ph966;;;3330.0;;;;;;185.0;;8 kW;450.0;широкая хромированная 
PRISMA MRh;;;Серия Prisma;Ph659;;;3330.0;;;;;;185.0;;8 kW;450.0;шлифованная, полированная  стальная 
PRISMA MRh;;;Серия Prisma;Ph804;;;2910.0;;;;;;185.0;;8 kW;510.0;черная 
PRISMA MRh;;;Серия Prisma;Ph797;;;2985.0;;;;;;185.0;;8 kW;510.0;латунная 
PRISMA MRh;;;Серия Prisma;Ph106;;;3031.0;;;;;;185.0;;8 kW;510.0;узкая золотая  
PRISMA MRh;;;Серия Prisma;Ph944;;;3506.0;;;;;;185.0;;8 kW;510.0;широкая золотая  
PRISMA MRh;;;Серия Prisma;Ph977;;;3031.0;;;;;;185.0;;8 kW;510.0;узкая хромированная 
PRISMA MRh;;;Серия Prisma;Ph769;;;3506.0;;;;;;185.0;;8 kW;510.0;широкая хромированная 
PRISMA MRh;;;Серия Prisma;Ph688;;;3506.0;;;;;;185.0;;8 kW;510.0;шлифованная, полированная  стальная 
PRISMA MRh;;;Серия Prisma;Ph857;;;3090.0;;;;;;185.0;;8 kW;570.0;черная 
PRISMA MRh;;;Серия Prisma;Ph288;;;3161.0;;;;;;185.0;;8 kW;570.0;латунная 
PRISMA MRh;;;Серия Prisma;Ph306;;;3211.0;;;;;;185.0;;8 kW;570.0;узкая золотая  
PRISMA MRh;;;Серия Prisma;Ph424;;;3685.0;;;;;;185.0;;8 kW;570.0;широкая золотая  
PRISMA MRh;;;Серия Prisma;Ph499;;;3211.0;;;;;;185.0;;8 kW;570.0;узкая хромированная 
PRISMA MRh;;;Серия Prisma;Ph130;;;3685.0;;;;;;185.0;;8 kW;570.0;широкая хромированная 
PRISMA MRh;;;Серия Prisma;Ph906;;;3685.0;;;;;;185.0;;8 kW;570.0;шлифованная, полированная  стальная 
PRISMA MDRh;;;Серия Prisma;Ph754;;;4086.0;;;;;;200.0;;8 kW;570.0;черная 
PRISMA MDRh;;;Серия Prisma;Ph362;;;4150.0;;;;;;200.0;;8 kW;570.0;латунная 
PRISMA MDRh;;;Серия Prisma;Ph217;;;4215.0;;;;;;200.0;;8 kW;570.0;узкая золотая  
PRISMA MDRh;;;Серия Prisma;Ph246;;;4685.0;;;;;;200.0;;8 kW;570.0;широкая золотая  
PRISMA MDRh;;;Серия Prisma;Ph580;;;4215.0;;;;;;200.0;;8 kW;570.0;узкая хромированная 
PRISMA MDRh;;;Серия Prisma;Ph837;;;4685.0;;;;;;200.0;;8 kW;570.0;широкая хромированная 
PRISMA MDRh;;;Серия Prisma;Ph779;;;4685.0;;;;;;200.0;;8 kW;570.0;шлифованная, полированная  стальная 
PRISMA 1V;;;Серия Prisma;Ph688;;;1840.0;;;;;;190.0;;11 kW;450.0;черная 
PRISMA 1V;;;Серия Prisma;Ph427;;;1915.0;;;;;;190.0;;11 kW;450.0;латунная 
PRISMA 1V;;;Серия Prisma;Ph868;;;1962.0;;;;;;190.0;;11 kW;450.0;узкая золотая  
PRISMA 1V;;;Серия Prisma;Ph530;;;2440.0;;;;;;190.0;;11 kW;450.0;широкая золотая  
PRISMA 1V;;;Серия Prisma;Ph490;;;1962.0;;;;;;190.0;;11 kW;450.0;узкая хромированная 
PRISMA 1V;;;Серия Prisma;Ph439;;;2440.0;;;;;;190.0;;11 kW;450.0;широкая хромированная 
PRISMA 1V;;;Серия Prisma;Ph990;;;2440.0;;;;;;190.0;;11 kW;450.0;шлифованная, полированная  стальная 
PRISMA 1V;;;Серия Prisma;Ph417;;;2016.0;;;;;;190.0;;11 kW;510.0;черная 
PRISMA 1V;;;Серия Prisma;Ph824;;;2090.0;;;;;;190.0;;11 kW;510.0;латунная 
PRISMA 1V;;;Серия Prisma;Ph854;;;2140.0;;;;;;190.0;;11 kW;510.0;узкая золотая  
PRISMA 1V;;;Серия Prisma;Ph631;;;2615.0;;;;;;190.0;;11 kW;510.0;широкая золотая  
PRISMA 1V;;;Серия Prisma;Ph852;;;2140.0;;;;;;190.0;;11 kW;510.0;узкая хромированная 
PRISMA 1V;;;Серия Prisma;Ph259;;;2615.0;;;;;;190.0;;11 kW;510.0;широкая хромированная 
PRISMA 1V;;;Серия Prisma;Ph135;;;2615.0;;;;;;190.0;;11 kW;510.0;шлифованная, полированная  стальная 
PRISMA 1V;;;Серия Prisma;Ph211;;;2150.0;;;;;;190.0;;11 kW;570.0;черная 
PRISMA 1V;;;Серия Prisma;Ph796;;;2221.0;;;;;;190.0;;11 kW;570.0;латунная 
PRISMA 1V;;;Серия Prisma;Ph658;;;2272.0;;;;;;190.0;;11 kW;570.0;узкая золотая  
PRISMA 1V;;;Серия Prisma;PV495;;;2750.0;;;;;;190.0;;11 kW;570.0;широкая золотая  
PRISMA 1V;;;Серия Prisma;PV221;;;2272.0;;;;;;190.0;;11 kW;570.0;узкая хромированная 
PRISMA 1V;;;Серия Prisma;PV779;;;2750.0;;;;;;190.0;;11 kW;570.0;широкая хромированная 
PRISMA 1V;;;Серия Prisma;PV202;;;2750.0;;;;;;190.0;;11 kW;570.0;шлифованная, полированная  стальная 
PRISMA 1V h ;;;Серия Prisma;P 292;;;2652.0;;;;;;210.0;;11 kW;450.0;черная 
PRISMA 1V h ;;;Серия Prisma;P 478;;;2730.0;;;;;;210.0;;11 kW;450.0;латунная 
PRISMA 1V h ;;;Серия Prisma;P 641;;;2780.0;;;;;;210.0;;11 kW;450.0;узкая золотая  
PRISMA 1V h ;;;Серия Prisma;P 380;;;3251.0;;;;;;210.0;;11 kW;450.0;широкая золотая  
PRISMA 1V h ;;;Серия Prisma;P 321;;;2780.0;;;;;;210.0;;11 kW;450.0;узкая хромированная 
PRISMA 1V h ;;;Серия Prisma;P 296;;;3251.0;;;;;;210.0;;11 kW;450.0;широкая хромированная 
PRISMA 1V h ;;;Серия Prisma;P 898;;;3251.0;;;;;;210.0;;11 kW;450.0;шлифованная, полированная  стальная 
PRISMA 1V h ;;;Серия Prisma;P 310;;;2760.0;;;;;;210.0;;11 kW;510.0;черная 
PRISMA 1V h ;;;Серия Prisma;P 139;;;2840.0;;;;;;210.0;;11 kW;510.0;латунная 
PRISMA 1V h ;;;Серия Prisma;P 181;;;2886.0;;;;;;210.0;;11 kW;510.0;узкая золотая  
PRISMA 1V h ;;;Серия Prisma;P 803;;;3361.0;;;;;;210.0;;11 kW;510.0;широкая золотая  
PRISMA 1V h ;;;Серия Prisma;P 993;;;2886.0;;;;;;210.0;;11 kW;510.0;узкая хромированная 
PRISMA 1V h ;;;Серия Prisma;P 874;;;3361.0;;;;;;210.0;;11 kW;510.0;широкая хромированная 
PRISMA 1V h ;;;Серия Prisma;P 777;;;3361.0;;;;;;210.0;;11 kW;510.0;шлифованная, полированная  стальная 
PRISMA 1V h ;;;Серия Prisma;P 688;;;2890.0;;;;;;210.0;;11 kW;570.0;черная 
PRISMA 1V h ;;;Серия Prisma;P 748;;;2960.0;;;;;;210.0;;11 kW;570.0;латунная 
PRISMA 1V h ;;;Серия Prisma;P 388;;;3010.0;;;;;;210.0;;11 kW;570.0;узкая золотая  
PRISMA 1V h ;;;Серия Prisma;P 538;;;3482.0;;;;;;210.0;;11 kW;570.0;широкая золотая  
PRISMA 1V h ;;;Серия Prisma;P 247;;;3010.0;;;;;;210.0;;11 kW;570.0;узкая хромированная 
PRISMA 1V h ;;;Серия Prisma;P 581;;;3482.0;;;;;;210.0;;11 kW;570.0;широкая хромированная 
PRISMA 1V h ;;;Серия Prisma;P 944;;;3482.0;;;;;;210.0;;11 kW;570.0;шлифованная, полированная  стальная 
PRISMA 1V M;;;Серия Prisma;P 786;;;1590.0;;;;;;170.0;;10 kW;450.0;черная 
PRISMA 1V M;;;Серия Prisma;P 695;;;1665.0;;;;;;170.0;;10 kW;450.0;латунная 
PRISMA 1V M;;;Серия Prisma;P 346;;;1715.0;;;;;;170.0;;10 kW;450.0;узкая золотая  
PRISMA 1V M;;;Серия Prisma;P 697;;;2190.0;;;;;;170.0;;10 kW;450.0;широкая золотая  
PRISMA 1V M;;;Серия Prisma;P 902;;;1715.0;;;;;;170.0;;10 kW;450.0;узкая хромированная 
PRISMA 1V M;;;Серия Prisma;P 130;;;2190.0;;;;;;170.0;;10 kW;450.0;широкая хромированная 
PRISMA 1V M;;;Серия Prisma;P 768;;;2190.0;;;;;;170.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA 1V M;;;Серия Prisma;P 576;;;1768.0;;;;;;170.0;;10 kW;510.0;черная 
PRISMA 1V M;;;Серия Prisma;P 880;;;1840.0;;;;;;170.0;;10 kW;510.0;латунная 
PRISMA 1V M;;;Серия Prisma;P 118;;;1895.0;;;;;;170.0;;10 kW;510.0;узкая золотая  
PRISMA 1V M;;;Серия Prisma;P 774;;;2365.0;;;;;;170.0;;10 kW;510.0;широкая золотая  
PRISMA 1V M;;;Серия Prisma;P 765;;;1895.0;;;;;;170.0;;10 kW;510.0;узкая хромированная 
PRISMA 1V M;;;Серия Prisma;P 244;;;2365.0;;;;;;170.0;;10 kW;510.0;широкая хромированная 
PRISMA 1V M;;;Серия Prisma;P 928;;;2365.0;;;;;;170.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA 1V M;;;Серия Prisma;P 832;;;1946.0;;;;;;170.0;;10 kW;570.0;черная 
PRISMA 1V M;;;Серия Prisma;P 291;;;2020.0;;;;;;170.0;;10 kW;570.0;латунная 
PRISMA 1V M;;;Серия Prisma;P 316;;;2070.0;;;;;;170.0;;10 kW;570.0;узкая золотая  
PRISMA 1V M;;;Серия Prisma;P 932;;;2545.0;;;;;;170.0;;10 kW;570.0;широкая золотая  
PRISMA 1V M;;;Серия Prisma;P 727;;;2070.0;;;;;;170.0;;10 kW;570.0;узкая хромированная 
PRISMA 1V M;;;Серия Prisma;P 373;;;2545.0;;;;;;170.0;;10 kW;570.0;широкая хромированная 
PRISMA 1V M;;;Серия Prisma;P 794;;;2545.0;;;;;;170.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA 1V Mh;;;Серия Prisma;Ph392;;;2515.0;;;;;;185.0;;10 kW;450.0;черная 
PRISMA 1V Mh;;;Серия Prisma;Ph118;;;2590.0;;;;;;185.0;;10 kW;450.0;латунная 
PRISMA 1V Mh;;;Серия Prisma;Ph610;;;2645.0;;;;;;185.0;;10 kW;450.0;узкая золотая  
PRISMA 1V Mh;;;Серия Prisma;Ph966;;;3120.0;;;;;;185.0;;10 kW;450.0;широкая золотая  
PRISMA 1V Mh;;;Серия Prisma;Ph689;;;2645.0;;;;;;185.0;;10 kW;450.0;узкая хромированная 
PRISMA 1V Mh;;;Серия Prisma;Ph646;;;3120.0;;;;;;185.0;;10 kW;450.0;широкая хромированная 
PRISMA 1V Mh;;;Серия Prisma;Ph466;;;3120.0;;;;;;185.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA 1V Mh;;;Серия Prisma;Ph752;;;2695.0;;;;;;185.0;;10 kW;510.0;черная 
PRISMA 1V Mh;;;Серия Prisma;Ph142;;;2770.0;;;;;;185.0;;10 kW;510.0;латунная 
PRISMA 1V Mh;;;Серия Prisma;Ph230;;;2821.0;;;;;;185.0;;10 kW;510.0;узкая золотая  
PRISMA 1V Mh;;;Серия Prisma;Ph443;;;3295.0;;;;;;185.0;;10 kW;510.0;широкая золотая  
PRISMA 1V Mh;;;Серия Prisma;Ph219;;;2821.0;;;;;;185.0;;10 kW;510.0;узкая хромированная 
PRISMA 1V Mh;;;Серия Prisma;Ph390;;;3295.0;;;;;;185.0;;10 kW;510.0;широкая хромированная 
PRISMA 1V Mh;;;Серия Prisma;Ph394;;;3295.0;;;;;;185.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA 1V Mh;;;Серия Prisma;Ph302;;;2880.0;;;;;;185.0;;10 kW;570.0;черная 
PRISMA 1V Mh;;;Серия Prisma;Ph828;;;2955.0;;;;;;185.0;;10 kW;570.0;латунная 
PRISMA 1V Mh;;;Серия Prisma;Ph729;;;3005.0;;;;;;185.0;;10 kW;570.0;узкая золотая  
PRISMA 1V Mh;;;Серия Prisma;Ph845;;;3480.0;;;;;;185.0;;10 kW;570.0;широкая золотая  
PRISMA 1V Mh;;;Серия Prisma;Ph252;;;3005.0;;;;;;185.0;;10 kW;570.0;узкая хромированная 
PRISMA 1V Mh;;;Серия Prisma;Ph990;;;3480.0;;;;;;185.0;;10 kW;570.0;широкая хромированная 
PRISMA 1V Mh;;;Серия Prisma;Ph975;;;3480.0;;;;;;185.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA K    ;;;Серия Prisma;P 943;;;1775.0;;;;;;185.0;;10 kW;450.0;черная 
PRISMA K    ;;;Серия Prisma;P 313;;;1850.0;;;;;;185.0;;10 kW;450.0;латунная 
PRISMA K    ;;;Серия Prisma;P 405;;;1899.0;;;;;;185.0;;10 kW;450.0;узкая золотая  
PRISMA K    ;;;Серия Prisma;P 646;;;2375.0;;;;;;185.0;;10 kW;450.0;широкая золотая  
PRISMA K    ;;;Серия Prisma;P 927;;;1899.0;;;;;;185.0;;10 kW;450.0;узкая хромированная 
PRISMA K    ;;;Серия Prisma;P 827;;;2375.0;;;;;;185.0;;10 kW;450.0;широкая хромированная 
PRISMA K    ;;;Серия Prisma;P 354;;;2375.0;;;;;;185.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA K    ;;;Серия Prisma;P 575;;;1950.0;;;;;;185.0;;10 kW;510.0;черная 
PRISMA K    ;;;Серия Prisma;P 968;;;2021.0;;;;;;185.0;;10 kW;510.0;латунная 
PRISMA K    ;;;Серия Prisma;P 857;;;2075.0;;;;;;185.0;;10 kW;510.0;узкая золотая  
PRISMA K    ;;;Серия Prisma;P 919;;;2549.0;;;;;;185.0;;10 kW;510.0;широкая золотая  
PRISMA K    ;;;Серия Prisma;P 952;;;2075.0;;;;;;185.0;;10 kW;510.0;узкая хромированная 
PRISMA K    ;;;Серия Prisma;P 414;;;2549.0;;;;;;185.0;;10 kW;510.0;широкая хромированная 
PRISMA K    ;;;Серия Prisma;P 701;;;2549.0;;;;;;185.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA K    ;;;Серия Prisma;P 287;;;2115.0;;;;;;185.0;;10 kW;570.0;черная 
PRISMA K    ;;;Серия Prisma;P 914;;;2190.0;;;;;;185.0;;10 kW;570.0;латунная 
PRISMA K    ;;;Серия Prisma;P 607;;;2245.0;;;;;;185.0;;10 kW;570.0;узкая золотая  
PRISMA K    ;;;Серия Prisma;P 964;;;2720.0;;;;;;185.0;;10 kW;570.0;широкая золотая  
PRISMA K    ;;;Серия Prisma;P 937;;;2245.0;;;;;;185.0;;10 kW;570.0;узкая хромированная 
PRISMA K    ;;;Серия Prisma;P 560;;;2720.0;;;;;;185.0;;10 kW;570.0;широкая хромированная 
PRISMA K    ;;;Серия Prisma;P 662;;;2720.0;;;;;;185.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA K    one part glass;;;Серия Prisma;P 838;;;2110.0;;;;;;185.0;;10 kW;450.0;черная 
PRISMA K    one part glass;;;Серия Prisma;P 683;;;2185.0;;;;;;185.0;;10 kW;450.0;латунная 
PRISMA K    one part glass;;;Серия Prisma;P 508;;;2235.0;;;;;;185.0;;10 kW;450.0;узкая золотая  
PRISMA K    one part glass;;;Серия Prisma;P 594;;;2710.0;;;;;;185.0;;10 kW;450.0;широкая золотая  
PRISMA K    one part glass;;;Серия Prisma;P 358;;;2235.0;;;;;;185.0;;10 kW;450.0;узкая хромированная 
PRISMA K    one part glass;;;Серия Prisma;P 822;;;2710.0;;;;;;185.0;;10 kW;450.0;широкая хромированная 
PRISMA K    one part glass;;;Серия Prisma;P 694;;;2710.0;;;;;;185.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA K    one part glass;;;Серия Prisma;P 858;;;2240.0;;;;;;185.0;;10 kW;510.0;черная 
PRISMA K    one part glass;;;Серия Prisma;Ps570;;;2312.0;;;;;;185.0;;10 kW;510.0;латунная 
PRISMA K    one part glass;;;Серия Prisma;Ps211;;;2365.0;;;;;;185.0;;10 kW;510.0;узкая золотая  
PRISMA K    one part glass;;;Серия Prisma;Ps986;;;2840.0;;;;;;185.0;;10 kW;510.0;широкая золотая  
PRISMA K    one part glass;;;Серия Prisma;Ps552;;;2365.0;;;;;;185.0;;10 kW;510.0;узкая хромированная 
PRISMA K    one part glass;;;Серия Prisma;Ps767;;;2840.0;;;;;;185.0;;10 kW;510.0;широкая хромированная 
PRISMA K    one part glass;;;Серия Prisma;Ps913;;;2840.0;;;;;;185.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA K    one part glass;;;Серия Prisma;Ps134;;;2475.0;;;;;;185.0;;10 kW;570.0;черная 
PRISMA K    one part glass;;;Серия Prisma;Ps495;;;2546.0;;;;;;185.0;;10 kW;570.0;латунная 
PRISMA K    one part glass;;;Серия Prisma;Ps628;;;2598.0;;;;;;185.0;;10 kW;570.0;узкая золотая  
PRISMA K    one part glass;;;Серия Prisma;Ps509;;;3070.0;;;;;;185.0;;10 kW;570.0;широкая золотая  
PRISMA K    one part glass;;;Серия Prisma;Ps930;;;2598.0;;;;;;185.0;;10 kW;570.0;узкая хромированная 
PRISMA K    one part glass;;;Серия Prisma;Ps792;;;3070.0;;;;;;185.0;;10 kW;570.0;широкая хромированная 
PRISMA K    one part glass;;;Серия Prisma;Ps109;;;3070.0;;;;;;185.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA K h;;;Серия Prisma;Ph509;;;2670.0;;;;;;205.0;;10 kW;450.0;черная 
PRISMA K h;;;Серия Prisma;Ph217;;;2745.0;;;;;;205.0;;10 kW;450.0;латунная 
PRISMA K h;;;Серия Prisma;Ph329;;;2798.0;;;;;;205.0;;10 kW;450.0;узкая золотая  
PRISMA K h;;;Серия Prisma;Ph620;;;3270.0;;;;;;205.0;;10 kW;450.0;широкая золотая  
PRISMA K h;;;Серия Prisma;Ph890;;;2798.0;;;;;;205.0;;10 kW;450.0;узкая хромированная 
PRISMA K h;;;Серия Prisma;Ph230;;;3270.0;;;;;;205.0;;10 kW;450.0;широкая хромированная 
PRISMA K h;;;Серия Prisma;Ph114;;;3270.0;;;;;;205.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA K h;;;Серия Prisma;Ph669;;;2846.0;;;;;;205.0;;10 kW;510.0;черная 
PRISMA K h;;;Серия Prisma;Ph840;;;2930.0;;;;;;205.0;;10 kW;510.0;латунная 
PRISMA K h;;;Серия Prisma;Ph118;;;2975.0;;;;;;205.0;;10 kW;510.0;узкая золотая  
PRISMA K h;;;Серия Prisma;Ph901;;;3450.0;;;;;;205.0;;10 kW;510.0;широкая золотая  
PRISMA K h;;;Серия Prisma;Ph353;;;2975.0;;;;;;205.0;;10 kW;510.0;узкая хромированная 
PRISMA K h;;;Серия Prisma;Ph827;;;3450.0;;;;;;205.0;;10 kW;510.0;широкая хромированная 
PRISMA K h;;;Серия Prisma;Ph925;;;3450.0;;;;;;205.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA K h;;;Серия Prisma;Ph348;;;3030.0;;;;;;205.0;;10 kW;570.0;черная 
PRISMA K h;;;Серия Prisma;Ph441;;;3105.0;;;;;;205.0;;10 kW;570.0;латунная 
PRISMA K h;;;Серия Prisma;Ph478;;;3156.0;;;;;;205.0;;10 kW;570.0;узкая золотая  
PRISMA K h;;;Серия Prisma;Ph931;;;3630.0;;;;;;205.0;;10 kW;570.0;широкая золотая  
PRISMA K h;;;Серия Prisma;Ph446;;;3156.0;;;;;;205.0;;10 kW;570.0;узкая хромированная 
PRISMA K h;;;Серия Prisma;Ph553;;;3630.0;;;;;;205.0;;10 kW;570.0;широкая хромированная 
PRISMA K h;;;Серия Prisma;Ph222;;;3630.0;;;;;;205.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA K h one part glass;;;Серия Prisma;Ph164;;;2930.0;;;;;;205.0;;10 kW;450.0;черная 
PRISMA K h one part glass;;;Серия Prisma;Ph398;;;3005.0;;;;;;205.0;;10 kW;450.0;латунная 
PRISMA K h one part glass;;;Серия Prisma;Ph725;;;3056.0;;;;;;205.0;;10 kW;450.0;узкая золотая  
PRISMA K h one part glass;;;Серия Prisma;Ph584;;;3530.0;;;;;;205.0;;10 kW;450.0;широкая золотая  
PRISMA K h one part glass;;;Серия Prisma;Ph776;;;3056.0;;;;;;205.0;;10 kW;450.0;узкая хромированная 
PRISMA K h one part glass;;;Серия Prisma;Ph434;;;3530.0;;;;;;205.0;;10 kW;450.0;широкая хромированная 
PRISMA K h one part glass;;;Серия Prisma;Ph106;;;3530.0;;;;;;205.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA K h one part glass;;;Серия Prisma;Ph736;;;3035.0;;;;;;205.0;;10 kW;510.0;черная 
PRISMA K h one part glass;;;Серия Prisma;Ph381;;;3110.0;;;;;;205.0;;10 kW;510.0;латунная 
PRISMA K h one part glass;;;Серия Prisma;Ph826;;;3160.0;;;;;;205.0;;10 kW;510.0;узкая золотая  
PRISMA K h one part glass;;;Серия Prisma;Ph285;;;3635.0;;;;;;205.0;;10 kW;510.0;широкая золотая  
PRISMA K h one part glass;;;Серия Prisma;Ph890;;;3160.0;;;;;;205.0;;10 kW;510.0;узкая хромированная 
PRISMA K h one part glass;;;Серия Prisma;Ps106;;;3635.0;;;;;;205.0;;10 kW;510.0;широкая хромированная 
PRISMA K h one part glass;;;Серия Prisma;Ps234;;;3635.0;;;;;;205.0;;10 kW;510.0;шлифованная, полированная  стальная 
